version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 6-8,domains: science,,,,,,
electrolyte,science,"6,7,8",9,,MC,5,"A. Band B2: carbon-free, no foliation, saturated with ____ and distilled water respectively. B. A white-haired race official administers a carbonated ____ beverage whose effect is immediate: Paul vomits all over the truck bed.",pheromone,*electrolyte,terrestrial,diffuse
equilibrium,science,"6,7,8",9,,MC,5,A. She lost her usual ____ and shouted at him angrily. B. We have achieved an ____ in the economy.,mesosphere,*equilibrium,luminous,thyroid
feldspar,science,"6,7,8",9,,MC,5,"A. Ankerite, haematite, mica and ____ have also been identified in smaller quantities. B. If ____ is present, it is in minor volumes or traces.",appendage,*feldspar,cholesterol,heartbeat
fertility,science,"6,7,8",9,,MC,5,A. The ____ of the soil has been greatly improved by the use of pesticides. B. The ____ of women who smoke is half that of non-smoking women.,semiarid,hypothalamus,*fertility,solstice
fibrosis,science,"6,7,8",9,,MC,5,A. Cystic ____ is caused by a genetic defect. B. Cystic ____ is the most common fatal genetic disease in the United States.,*fibrosis,decomposition,nucleotide,anaphase
fixation,science,"6,7,8",9,,MC,5,A. He has a ____ about her. B. Such a ____ with money can't be healthy.,equinox,*fixation,snowstorm,antennae
foliate,science,"6,7,8",9,,MC,5,"A. In his thoughts, there is still another per ____ motif""Agape"", he considered ""agape"" as ""impossible possibility"" and the ultimate dream of human beings as meaning pursuers. B. The shape of spleen was irregular and ____ in 60-9days, and the density of spleen became uniform.",*foliate,liverwort,binary,ovule
forage,science,"6,7,8",9,,MC,5,A. They were forced to ____ for clothing and fuel. B. One group left the camp to ____ for firewood.,nephron,*forage,amniotic,receptor
fossilize,science,"6,7,8",9,,MC,5,"A. Most couples, however ____d their relationship, have some interests in common. B. Most couples, however ____d their relationship, have some interest in common, if it's only cooking or travel or pets.",auxin,*fossilize,cochlea,clog
gaseous,science,"6,7,8",9,,MC,5,A. The ____ metal is cooled and condenses into liquid zinc. B. Air whether in the ____ or liquid state is a fluid.,loudspeaker,alpine,inhale,*gaseous
gemstone,science,"6,7,8",9,,MC,5,A. The ____ is 28.millimetres high and weighs 139.4carats. B. We are leading exporter and manufactory of natural ____ and synthetic ____ in China.,emission,*gemstone,spacesuit,ooze
gestation,science,"6,7,8",9,,MC,5,A. The ____ period of a horse is about 1months. B. The ____ period can be anything between 9and 15days.,*gestation,streambed,vitreous,radial
glassware,science,"6,7,8",9,,MC,5,A. They boxed the ____ and books before the movers came. B. The plates and ____ were rimmed with gold.,spherical,*glassware,toxin,rodent
headland,science,"6,7,8",9,,MC,5,A. A rocky ____ jutted into the sea. B. The patio gave an unimpeded view across the ____ to the sea.,illuminate,atmospheric,*headland,hominid
hemoglobin,science,"6,7,8",9,,MC,5,A. Over a period of time changes in ____ and haematocrit levels of the patient are observed. B. Glycosylated ____ refers to the specific red cell ____ A types to which a glucose molecule becomes irreversibly attached.,electromagnetism,combustible,magnification,*hemoglobin
homozygous,science,"6,7,8",9,,MC,5,A. The ____ mutations of ASPM gene are the most common cause of MCPH and lead to microcephaly and mental retardation. B. Conclusion Compound ____ mutations R450H and D727E lead to CH. Compound heterozygous mutations R450H and D727E may be the cause of subclinical hypothyroidism.,viscosity,electrochemical,dike,*homozygous
inactive,science,"6,7,8",9,,MC,5,"A. The area has a large, but politically ____ population. B. If you weren't so ____ you wouldn't be so fat!",*inactive,obsidian,binary,alkali
influenza,science,"6,7,8",9,,MC,5,A. The ____ virus has shown person-to-person transmission in a given locale. B. This attack of ____ has crocked him up.,forearm,flammable,*influenza,atoll
instantaneous,science,"6,7,8",9,,MC,5,A. Death was ____ because both bullets hit the heart. B. He had an ____ response.,*instantaneous,forearm,urea,vagina
intake,science,"6,7,8",9,,MC,5,A. I heard a sharp ____ of breath behind me. B. The ____ of gasoline was stopped by a clogged fuel line.,pathway,*intake,potassium,unstable
intrusion,science,"6,7,8",9,,MC,5,A. Their ____ into our private lives is unwarrantable. B. I felt it was a grotesque ____ into our lives.,pheromone,dispersion,cartilage,*intrusion
loudspeaker,science,"6,7,8",9,,MC,5,A. The ____ seemed to distort his voice. B. The ____ announced each airplane as it landed at the airport.,*loudspeaker,equilibrium,sustainable,inhalation
luminosity,science,"6,7,8",9,,MC,5,"A. For a few years its ____ flared up to about 10,00times the present-day ____ of the Sun. B. These investigations of the sun's ____ are not just intellectual curiosity.",pupil,cuticle,spacesuit,*luminosity
malleability,science,"6,7,8",9,,MC,5,A. The softness and ____ of gold makes it perfect for making jewellery. B. A particular aspect of ____ is the tractability of identity.,longshore,alkaline,cellulose,*malleability
malleable,science,"6,7,8",9,,MC,5,A. Lead and tin are ____ metals. B. He had an actor's typically ____ features.,phenotype,porcupine,semiarid,*malleable
marsupial,science,"6,7,8",9,,MC,5,"A. ____ include koalas, possums and kangaroos. B. Pouches are a peculiarity of ____s.",subscripts,interglacial,*marsupial,feldspar
notochord,science,"6,7,8",9,,MC,5,"A. When ____ organization is ceaseless and migratory, fiber annulus also increases. B. We also give the computer simulation method of ____ development in the African frog Xenopus Laevis.",glucose,clog,*notochord,cnidarian
nourish,science,"6,7,8",9,,MC,5,A. Children need plenty of good fresh food to ____ them. B. The cream contains vitamin A to ____ the skin.,homeostasis,*nourish,interglacial,alveoli
pulmonary,science,"6,7,8",9,,MC,5,A. Maybe ____ edema was not in the cards for me after all. B. He has been smited by ____ tuberculosis for several years.,activation,*pulmonary,homeostasis,reactor
pumice,science,"6,7,8",9,,MC,5,"A. You can use a ____ stone in the bath to remove dry skin from your feet. B. No ____ will float indefinitely, though.",nebulae,intake,weightlessness,*pumice
pyrite,science,"6,7,8",9,,MC,5,"A. When rain water hits ____ ore, it forms sulfuric acid, which leaches out copper and other metals. B. Diagenetic ____ in the Lower Palaeozoic rocks of the Southern Uplands provided a sulphur reservoir.",*pyrite,invert,lander,seaweed
radioactivity,science,"6,7,8",9,,MC,5,A. A dangerous amount of ____ was released into the environment last month. B. The accident caused the release of ____ into the atmosphere.,gestation,*radioactivity,asthma,hydraulic
reactivity,science,"6,7,8",9,,MC,5,A. In addition the monoclonal antibody showed weak cross ____ with epithelium. B. This monoclonal antibody shows no cross ____ with transforming growth factor alpha.,hydraulic,*reactivity,projectile,melanin
reflector,science,"6,7,8",9,,MC,5,"A. The ____ is held onto the sides of the spacecraft with a frame. B. Each wears ____ sunglasses, and the gleam off the frames matches the gleam off the buckles on their holsters.",osmosis,electromagnetism,ethanol,*reflector
sandbar,science,"6,7,8",9,,MC,5,"A. Wind whipping across ____ on opposite shore(Sentencedict), sand blowing across water. B. The ship was hung up on a ____ three hours.",*sandbar,waxy,physics,reduction
seesaw,science,"6,7,8",9,,MC,5,"A. There was a sandpit, a ____ and a swing in the playground. B. I don't remember ever being ____ after I made my mind up.",synthesis,utility,*seesaw,biological
semiarid,science,"6,7,8",9,,MC,5,"A. Possibly more than half the soils in the ____ regions are subject to severe erosion. B. In order to overcome the problem of an inadequate water supply, many parts of the arid and ____ regions have been irrigated.",*semiarid,adrenaline,ginkgo,rarefaction
sewage,science,"6,7,8",9,,MC,5,A. In some parts of the country raw ____ is pumped straight in the sea. B. Thousands of tons of filth and ____ pour into the Ganges every day.,inflammatory,*sewage,weightlessness,algal
slate,science,"6,7,8",9,,MC,5,A. The leadership want to present a single ____ of candidates to be approved in an open vote. B. Only a skilled workman can split ____ into layers.,*slate,phagocyte,activate,equilibrium
snowstorm,science,"6,7,8",9,,MC,5,A. The ____ will last till tomorrow afternoon. B. A severe ____ blocked up railroads.,hydrocarbon,brittle,axon,*snowstorm
sulfide,science,"6,7,8",9,,MC,5,"A. Small pieces of ____ rubble, failed fragments of the larger structure, litter the seafloor. B. A fine dusting of ____ covers the nearby fiat surfaces of sheeted lavas.",stimuli,fishery,*sulfide,beverage
tarantula,science,"6,7,8",9,,MC,5,"A. He once did a show on an Amazonian ____ that occasionally eats birds. B. I envisaged a deadly ____ creeping slowly into my bed, spreading its legs over me, about to bite!",*tarantula,empirical,halogens,kelvin
thaw,science,"6,7,8",9,,MC,5,A. Allow the meat to ____ properly before cooking it. B. The snow started to ____ as the temperature kept up.,hydrocarbon,*thaw,spectroscope,gully
trophic,science,"6,7,8",9,,MC,5,A. Many ____ factors can influence axonal growth and neuronal survival during nervous system development and in the regeneration of peripheral nerves. B. Reviews on the ____ modes and factors affecting photosynthesis of Spirulina was made.,pyrite,bacterial,*trophic,lymphatic
umbilical,science,"6,7,8",9,,MC,5,A. All modern popular music has an ____ cord link back to blues and R and B. B. The midwife cut and tied off the baby's ____ cord.,mountainside,crystalline,hominid,*umbilical
unconformity,science,"6,7,8",9,,MC,5,A. Another clearly discernible ____ separates the Grand Canyon series from the overlying pebbly brown Tapeats Sandstone. B. An angular ____ recognised in the Upper Carboniferous on the flanks of the London-Brabant Massif was of particular interest in this respect.,crystallize,*unconformity,pregnancy,biotechnology
ureter,science,"6,7,8",9,,MC,5,"A. She underwent surgery to remove a ____ and kidney as a result of the cancer and currently is receiving chemotherapy. B. Methods 22cases with ____ disease in Xijing hospital accepted MSCT scan, and image data of the cases were analysed with the post-processing technique, and the whole urogram was acquired.",heliocentric,cnidarian,*ureter,endoplasmic
vertebrae,science,"6,7,8",9,,MC,5,A. The ____ in my neck had fused and my feet were approximately twice their normal size. B. Backs include the pelvic bones and all the ____ posterior to the shoulder joint.,photochemical,overtone,amoeba,*vertebrae
villi,science,"6,7,8",9,,MC,5,"A. There were connecting vessels between the ____ arteriole and the ____ venule at the tip of the ____, and they form a precapillary arteriovenous anastomosis. B. The ____ in the synovial membrane were different in different joint. It was different in different part of the same joint.",*villi,glacial,pathogen,mesozoic
activate,science,"6,7,8",8,,MC,5,A. Cooking fumes may ____ the alarm. B. We must ____ the youth to study.,*activate,cardiovascular,uncharged,heron
aerobic,science,"6,7,8",8,,MC,5,A. Skipping is one of the most enjoyable ____ activities. B. These specific types of exercise are called ____ exercises.,umbilical,*aerobic,hologram,liverwort
amniotic,science,"6,7,8",8,,MC,5,"A. Suspended in ____ fluid, the fetus is also weightless. B. Semen Cerebrospinal, vaginal, synovial, pleural, pericardial, peritoneal and ____ fluids.",toothpaste,*amniotic,gametophyte,lithium
amp,science,"6,7,8",8,,MC,5,A. Use a ____ fuse for equipment up to 72watts. B. With the same ____ settings the low hum single coils sing with almost the character of a Gibson P90.,beta,seafood,apparatus,*amp
ampere,science,"6,7,8",8,,MC,5,A. This piece of equipment needs a thirty - ____ fuse. B. Use clamp ____ meter to measure the current and check if the heating power is normal.,seaweed,epidermis,*ampere,transistor
anticyclone,science,"6,7,8",8,,MC,5,A. The ____ brought bright sunshine and calm conditions to most areas. B. Only on the very last day did an ____ grace our shores.,alpine,pascal,reticulum,*anticyclone
auxin,science,"6,7,8",8,,MC,5,"A. The exogenous ____ and cytokinin are necessary to induced differentiation and proliferation of cells of culture in vitro. 2,4-D is an important hormone of induced embryogenic calluses. B. The result shows that ____ polar transport plays an important role in adventitious root formation.",longitudinal,*auxin,ceramic,testes
biosphere,science,"6,7,8",8,,MC,5,"A. And this means the ____ itself, a complex of interrelating systems that creates physical life as we know and love it. B. He enraged biologists by considering the ____ of living creatures as a large chemical factory.",mica,armature,*biosphere,blurry
biotechnology,science,"6,7,8",8,,MC,5,"A. The companies are pouring trillions of yen into ____ research, especially for pharmaceuticals and new seeds. B. On balance ____ should be good news for developing countries.",monomer,*biotechnology,zygote,autotroph
canopy,science,"6,7,8",8,,MC,5,A. There was a waterproof ____ over the platform. B. The trees formed a leafy ____ above their heads.,semen,fusion,connective,*canopy
catfish,science,"6,7,8",8,,MC,5,A. Huge ____ are skinned and dressed by hand. B. The ____ is adaptable to a wide range of water conditions.,diffuse,inject,*catfish,roundworm
cerebellum,science,"6,7,8",8,,MC,5,"A. The ____ is positively bursting with over-activity. B. Fortunately, although much about the ____ is mysterious, enough is known for such features to have been identified.",*cerebellum,pasture,crystalline,wheelbarrow
chickenpox,science,"6,7,8",8,,MC,5,A. Thomas came down with ____ at the weekend. B. Childhood diseases such as measles and ____ are highly contagious.,*chickenpox,alveoli,asthenosphere,solidify
chromatin,science,"6,7,8",8,,MC,5,"A. MethodsThe sex ____ in the cells of buccal mucous membrane of the 78patients with mental disorders were examined by using a blinding and random way. B. At this phase condensed , deeply staining ____ masses are often seen in the nucleoplasm.",canopy,*chromatin,femur,asthma
clog,science,"6,7,8",8,,MC,5,A. Within a few years the pipes began to ____ up. B. Eating too much fat causes your arteries to ____ .,fixation,cornea,crystalline,*clog
combustible,science,"6,7,8",8,,MC,5,A. We mustn't take ____ goods aboard. B. It was surrounded with heaps of ____ materials.,*combustible,node,conveyor,subdivide
conveyor,science,"6,7,8",8,,MC,5,A. Lift it out of the ____ belt. B. We lifted our baggage from the ____ belt.,caffeine,electrically,*conveyor,hydrochloric
crevice,science,"6,7,8",8,,MC,5,A. The harsh light revealed every ____ and wrinkle in his face. B. I saw a plant growing out of a ____ in the wall.,*crevice,hypothalamus,blurry,hemoglobin
deflect,science,"6,7,8",8,,MC,5,A. He raised his arm to try to ____ the blow. B. Cage changed his name to ____ accusations of nepotism.,forage,amoeba,*deflect,pasture
dendrite,science,"6,7,8",8,,MC,5,"A. When the B content is 0.05%, the coarse ____ is found in cast structure of alloy, When B content is up to 0.1%, ____s grow further and secondary ____s appear. B. The influence of the disturbing and anisotropy on ____ growth has been investigated.",*dendrite,lysosome,loess,allergy
diode,science,"6,7,8",8,,MC,5,A. The ____ Dis reverse biased during this period and plays no part in the action. B. Connecting a ____ in parallel with the capacitor C converts the astable multivibrator into a monostable multivibrator with one stable state.,inactive,stratosphere,*diode,interglacial
dispersion,science,"6,7,8",8,,MC,5,A. The threat will force greater ____ of their forces. B. The ____ of earnings increased among college graduates.,sexually,halogens,transfusion,*dispersion
eject,science,"6,7,8",8,,MC,5,A. Officials used guard dogs to ____ the protesters. B. He tried to ____ the spent cartridge and reload.,dinoflagellate,*eject,eggshell,toxin
epithelial,science,"6,7,8",8,,MC,5,"A. In contrast, only ____ cells from ulcerative colitis showed an appreciable increase after calcium ionophore induction. B. The upper level was diagnosed by the columnar-squamous ____ border, which was always easily identified.",pregnancy,atoll,cinder,*epithelial
equatorial,science,"6,7,8",8,,MC,5,A. The ____ climate of the Amazonian rain forests is hot and wet. B. Too much rain is the problem of the ____ lands in the Amazon and Congo basins.,eyepiece,auxin,subdivide,*equatorial
ethanol,science,"6,7,8",8,,MC,5,"A. Weight reduction, purine restriction, and cessation of ____ use should be accomplished. B. Blood samples analyzed for ____ were obtained if the patient returned to the clinic for his bi-monthly interview.",bile,urea,pituitary,*ethanol
eutrophication,science,"6,7,8",8,,MC,5,A. A method of evaluation of lake ____ was presented by means of fuzzy membership function in this paper. B. Phosphates can contribute to ____ of movingsystem.,gaseous,rotational,*eutrophication,intake
femur,science,"6,7,8",8,,MC,5,A. Fig. 3.Relative completeness of the humerus and ____ compared. B. The hip and ____ bones were fused together and no movement was possible at that joint.,gecko,*femur,cleavage,solstice
flamingo,science,"6,7,8",8,,MC,5,"A. This is the only species of ____ in the region, easily recognized by its pink plumage. B. And when both the ____ and the hedgehog were ready, there was no hoop!",*flamingo,meiosis,subscripts,anode
frond,science,"6,7,8",8,,MC,5,"A. A ____ of endive approached his lips, hovered, was gripped firmly by admirably white teeth. B. Turn the ____ over and look at the underside.",paramecium,barnacle,*frond,cochlea
gibbon,science,"6,7,8",8,,MC,5,"A. The one enormous danger to a young ____ that its father can guard against is murder by another male ____. B. The larynx of the ____ deviates from the basic plan found in the Pongidae and man, thus reflecting its special phylogenetic position.",*gibbon,nucleotide,evolutionary,heron
gradient,science,"6,7,8",8,,MC,5,A. The car slid down the steep ____ into the river. B. A ____ of in is a rise of fall of one metre for every four metres forward.,excretion,dilate,*gradient,dendrite
halite,science,"6,7,8",8,,MC,5,"A. Associated Minerals are ____ , calcite , sulfur , pyrite , borax and many others. B. Table salt is ____ that has been purified by a chemical process that prevents the mineral from absorbing moisture.",cancer,*halite,slime,evolution
halogen,science,"6,7,8",8,,MC,5,A. The ____ lamp and all of the light is up here and then it bounces up. B. Roma table Grillo low-voltage tungsten ____ lamp with dimmer switch.,flagella,*halogen,axon,diode
halogens,science,"6,7,8",8,,MC,5,"A. The lower pull-down menu lets you mark groups of elements, such as the ____ or the alkaline earth metals, on the plot. B. The ____ are a group of chemical elements that includes fluorine, chlorine, bromine, iodine, and astatine.",genetically,martian,exothermic,*halogens
helix,science,"6,7,8",8,,MC,5,A. To change to a left handed ____ it must pass through a fourth dimension. B. A ____ is any line in which the curvature and torsion measured anywhere and everywhere are in a constant proportion.,intake,noninfectious,*helix,modulation
hominid,science,"6,7,8",8,,MC,5,"A. The several branches of early ____ were not immune to the changes in climate. B. Some biologists, along with Plato, define ____ as ""featherless biped.""",subarctic,*hominid,uterus,clastic
horsetail,science,"6,7,8",8,,MC,5,A. Beh ind is a thorn in rats called ____ beefwood trees in rats gill and common ____ beefwood role of sand was locked. B. It is very difficult to control perennial weed ____ ( Equsetum arvense L . ).,metaphase,thermosphere,*horsetail,rinse
inhalation,science,"6,7,8",8,,MC,5,A. One man was treated for smoke ____ . B. She needed treatment for smoke ____ and minor burns.,*inhalation,seaweed,voltage,placental
inhibitor,science,"6,7,8",8,,MC,5,"A. A chemical sprout ____ should be used for long term storage. B. As indicated previously, intracellular calcium is usually an ____ of adenylate cyclase, but this is not invariably the case.",*inhibitor,heterotroph,heterozygous,diabetes
intrusive,science,"6,7,8",8,,MC,5,A. When Alison was at home she was an ____ presence. B. On this occasion the press have not been ____ and they have shown great tact.,radioactivity,gravitation,*intrusive,retina
jaguar,science,"6,7,8",8,,MC,5,"A. Driving the ____ gave him a feeling of total control, effortless superiority. B. Should you meet a ____ in the jungle, just turn slowly, walk away. But slowly, never look back.",*jaguar,pyrite,paramecium,luminosity
magnetize,science,"6,7,8",8,,MC,5,A. You can ____ a needle by rubbing it with a magnet. B. His dark flashing eyes seemed to ____ her.,gestation,anticyclone,*magnetize,platinum
neutralization,science,"6,7,8",8,,MC,5,"A. Another, more controversial form of treatment, is ____ therapy. B. The ____ of acid and of caustic wastes is based upon such formation.",antennae,*neutralization,deflect,ligament
offshore,science,"6,7,8",8,,MC,5,A. His money is in an ____ island bank. B. The ____ government claims jurisdiction over the mainland.,noninfectious,leafy,*offshore,displace
optimum,science,"6,7,8",8,,MC,5,A. A mixture of selected funds is an ____ choice for future security and return on investment. B. Do you know the ____ temperature for the growth of plants?,splint,weightlessness,lysosome,*optimum
oscillation,science,"6,7,8",8,,MC,5,A. Some ____ of the fuselage had been noticed on early flights. B. Such changes in length cause a corresponding ____ in the fringe pattern.,heterogeneous,*oscillation,cholesterol,negatively
paramecium,science,"6,7,8",8,,MC,5,"A. It is found that the fecundity of ____ and the energy of enzyme descend with the increasing of density of CdCl2after dealing with ____ by CdCl2of different density. B. That means that under the right conditions, you might be able to see an ameoba proteus, a human egg, and a ____ without using magnification.",bronchi,pasture,cholesterol,*paramecium
parasitism,science,"6,7,8",8,,MC,5,"A. The ____ of advertising enables it to use and discard any style and content for its own ends. B. The key interspecific interactions are competition, predation, ____ and mutualism, whilst the main intraspecific interactions are competition, cannibalism and altruism.",terminal,infectious,relatively,*parasitism
peroxide,science,"6,7,8",8,,MC,5,"A. She has dyed her brown hair ____ blonde. B. Hydrogen ____ and its metabolites do not reduce nitroblue tetrazolium, so su____ may cause the reduction.",unconformity,*peroxide,enzyme,antibody
platypus,science,"6,7,8",8,,MC,5,A. The duck-billed ____ is a truly bizarre creature. B. The duck-billed ____ is an even more astonishing animal.,*platypus,thermosphere,parasitism,excess
polyester,science,"6,7,8",8,,MC,5,A. A ____ shirt would be cheaper than a cotton one. B. He was wearing a burgundy ____ jacket.,kettle,catfish,reverberation,*polyester
projectile,science,"6,7,8",8,,MC,5,A. The second ____ exploded after hitting a tank. B. A pea-sized ____ is hurtled into a target at speeds of up to sixteen thousand miles an hour.,boron,rectum,*projectile,fossilize
propane,science,"6,7,8",8,,MC,5,"A. The ____ industry was a mature industry and Mega was primarily a single business company. B. Scissors types are extremely versatile powered by battery, ____ gas or diesel.",flagella,*propane,deflation,modulation
purebred,science,"6,7,8",8,,MC,5,A. What does this say about exhibiting ____ dogs? B. What does this say about exhibiting ____ dogs? There is no perfect dog.,ecoregion,doorknob,alga,*purebred
pyroclastic,science,"6,7,8",8,,MC,5,"A. The volcanic stratigraphy, consisting dominantly of flood basalts with interbedded ____ deposits, is well-exposed in East Greenland. B. The eruption has been characterized by lava dome extrusion, dome-collapse ____ flows and explosive activity.",cavern,bacterial,*pyroclastic,prophase
rectum,science,"6,7,8",8,,MC,5,"A. The maximum and minimum radiation dose to the ____ was calculated in the plane of the planning slice for each patient. B. The ____ was the commonest site of benign strictures, 68% in our study, as in others.",mesquite,clastic,nucleic,*rectum
socket,science,"6,7,8",8,,MC,5,A. There is an electric ____ in the wall. B. The ____ for the printer cable is located at the rear of the computer.,diploid,charcoal,*socket,slate
spontaneous,science,"6,7,8",8,,MC,5,A. The crowd gave a ____ cheer. B. Most of their music was ____ improvisation.,monoxide,detergent,lander,*spontaneous
sulfate,science,"6,7,8",8,,MC,5,"A. It also forms a very reflective ____ aerosol haze in the stratosphere, which efficiently reflects incident sunlight away from Earth. B. Intramuscular replacement with magnesium ____ is painful and requires several injections each day.",*sulfate,amniotic,shear,fatty
sulfuric,science,"6,7,8",8,,MC,5,"A. Discharge of ____ acid into Lakeside Lake Park is not allowable under narrative water quality standards. B. When rain water hits pyrite ore, it forms ____ acid, which leaches out copper and other metals.",*sulfuric,spherical,optical,noninfectious
sunburn,science,"6,7,8",8,,MC,5,A. The risk and severity of ____ depend on the body's natural skin colour. B. People with fair skin who ____ easily are very prone to develop skin cancer.,*sunburn,rarefaction,stimulate,uterus
superposition,science,"6,7,8",8,,MC,5,"A. This kind of ____ of states is a general-and important-feature of quantum mechanics, referred to as quantum linear ____. B. However, early on, as he introduced the ____ principle, Dirac would break in half a piece of chalk.",heterozygous,sandbar,*superposition,diabetes
tapeworm,science,"6,7,8",8,,MC,5,A. The ____ is an inhabitant of the intestine. B. You can tell it from a beef ____ by the hooks on its mouth.,biodiversity,birthrate,*tapeworm,caffeine
threadlike,science,"6,7,8",8,,MC,5,"A. A long, ____ appendage, especially a whiplike extension of certain cells or unicellular organisms that functions as an organ of locomotion. B. A large portion of the cytoskeleton consists of ____ microfilaments composed mainly of the contractile actin.sentencedict.com/____.html",*threadlike,glucose,radial,steepness
thyroid,science,"6,7,8",8,,MC,5,"A. Injuries and ____ cancer sidelined Jackson often in the last three years, when he won only five games. B. Thyroxine is produced by the ____ gland.",optimum,*thyroid,fatty,broth
toxin,science,"6,7,8",8,,MC,5,A. Tests showed increased levels of ____ in shellfish. B. Cholera ____ did not cause nausea or vomiting.,socket,slate,homozygous,*toxin
uncharged,science,"6,7,8",8,,MC,5,A. One day some street cowboys threw an ____ hand grenade at him for a joke. B. These scientists are experimenting with ____ calcium atoms.,valence,mesquite,*uncharged,insulin
underside,science,"6,7,8",8,,MC,5,A. The ____ of the rock was covered with seaweed. B. They painted the ____ of their planes with a black varnish.,*underside,carp,endocytosis,cuticle
weightless,science,"6,7,8",8,,MC,5,A. Bacterial reproduction is accelerated in ____ space. B. Helen described life in a ____ environment during her period in space.,atoll,*weightless,focal,syringe
weightlessness,science,"6,7,8",8,,MC,5,"A. Although we could see it, an odd ____ rising from the fog, we could not pinpoint its location. B. The whole interior gives a feeling of ____ and harmony.",*weightlessness,predation,asthenosphere,thaw
wheelbarrow,science,"6,7,8",8,,MC,5,A. He trundled a ____ to the backyard. B. She trundled the ____ down the garden.,blurry,*wheelbarrow,cerebrum,ovulation
abnormal,science,"6,7,8",7,,MC,5,A. An ____ climate stunted the crops. B. Tests revealed some ____ skin cells.,bony,*abnormal,slit,allele
acidity,science,"6,7,8",7,,MC,5,A. Check the ____ of the soil with a test kit. B. A pH test measures the ____ or alkalinity of a substance.,crystallize,planarian,*acidity,streambed
airway,science,"6,7,8",7,,MC,5,A. There is a purple ____ in London Airport. B. Lay them on their side and ensure the ____ is unobstructed.,displace,eukaryote,pharynx,*airway
alga,science,"6,7,8",7,,MC,5,A. ____e has clogged the intake to the water turbine. B. Filamentous green ____e are seldom a nuisance unless they are allowed to reproduce excessively.,platelet,malleability,ampere,*alga
alluvial,science,"6,7,8",7,,MC,5,A. Some ____ deposits are a rich source of diamonds. B. The farmers found the ____ deposits at the mouth of the river very fertile.,endoplasmic,*alluvial,luminous,clog
alveolus,science,"6,7,8",7,,MC,5,"A. The ____ edema just can be improved in to days with cardiotonic and diuretic therapy, so it needs follow-up radiographies in short time. B. Conclusion ____ had induced Maxillary abberation in our animal model.",*alveolus,alveoli,eardrum,alkaline
anatomy,science,"6,7,8",7,,MC,5,A. We have to do ____ next term. B. Knowledge of human ____ is essential to figure drawing.,displace,*anatomy,pupil,infancy
animalia,science,"6,7,8",7,,MC,5,"A. The Kingdom ____, from sponges to elephants, is the best studied and most widely appreciated of the kingdoms. B. Not surprisingly, in the ____ the most studied groups are birds and mammal.",bromine,*animalia,eutrophication,uncharged
anvil,science,"6,7,8",7,,MC,5,A. A good ____ does not fear the hammer. B. High-pressure researchers are now using the ____ and the cannon to search for signs of these internal changes.,instantaneous,divergent,*anvil,alpha
asphalt,science,"6,7,8",7,,MC,5,A. They're walking on the ____ road. B. The ____ playgrounds have been grassed over or sown with flowers.,unsaturated,fatty,*asphalt,psychrometer
aspirin,science,"6,7,8",7,,MC,5,A. My doctor prescribes ____ for every complaint. B. He took two ____ immediately and washed them down with three cups of water.,thermostat,symptom,*aspirin,syringe
atoll,science,"6,7,8",7,,MC,5,A. Barrier reefs and ____s are very like each other in general form and zonation. B. Even certain elevated ____s seem to have such a thickness of limestone as to indicate subsidence before present uplift.,cnidarian,precision,symbiotic,*atoll
bile,science,"6,7,8",7,,MC,5,"A. Meat-eaters must produce extensive ____ acids in their intestines to properly digest the meat that they eat. B. He aims his ____ at religion, drugs, and politics.",*bile,snowstorm,coarse,polarize
boron,science,"6,7,8",7,,MC,5,A. A spectrophotometric method for the determination of trace ____ in ferrosilicon alloy was proposed. B. Neodymium - iron - ____ is a highly magnetized mate rial which is made from powdered agglutination.,cavern,*boron,endocytosis,subscript
bromine,science,"6,7,8",7,,MC,5,"A. Objective To observe the efficacy of ____ - containing disinfectant in on - the - spot disinfection of swimming pool water. B. With C petroleum resin and ____ as materials , a brominating C petroleum resin was synthesized.",fluorine,*bromine,tapeworm,heliocentric
broth,science,"6,7,8",7,,MC,5,A. Concentrate the ____ by boiling it. B. Thicken the ____ with the cornflour.,chickenpox,molecular,vaccination,*broth
carbonic,science,"6,7,8",7,,MC,5,A. Maximilian was killed by means of a ____ acid injection. B. The midpoint and equivalence point for ____ acid are much higher.,cholera,disposal,*carbonic,wastewater
carp,science,"6,7,8",7,,MC,5,A. They saw a little ____ swimming swiftly in the stream. B. He always finds something to ____ about.,*carp,planarian,conversion,electrode
ceramic,science,"6,7,8",7,,MC,5,A. Some ____ works of art are shown in this exhibition. B. I'm laying ____ floor tiles in the kitchen.,evolutionary,hologram,cerebellum,*ceramic
chromosphere,science,"6,7,8",7,,MC,5,"A. The ____ is a frothy layer churned up by gases in the photosphere. B. Beyond the photosphere in the ____ and the extremely rarified corona, which extends millions of kilometres into space.",*chromosphere,vertebrae,frond,buoyant
commutator,science,"6,7,8",7,,MC,5,A. This depends on the design of the generator ____ is required in a dc generator. B. Using an ohmmeter check the resistance between the ____ and the armature core.,mesquite,diaphragm,*commutator,appendix
cosmetic,science,"6,7,8",7,,MC,5,A. The health service can't provide ____ surgery. B. Melanie plunked her ____ case down on a chair.,viral,pumice,centipede,*cosmetic
