version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
taxon,science,"9,10,11,12",10,,MC,5,A. A scientific name of ____ at the rank of subfamily . Such names have the suffix - INAE. B. A scientific name of a ____ at the rank of superfamily . Such names have the suffix - OIDEA.,dipole,adiabatic,anthropoid,*taxon
thermonuclear,science,"9,10,11,12",10,,MC,5,A. Work on controlled ____ fusion proceeded secretly in both nations and in Britain. B. This finding was incompatible with a simple ____ origin.,nitrogenous,anthrax,sanitary,*thermonuclear
thorium,science,"9,10,11,12",10,,MC,5,"A. Uranium and ____ entered lay vocabularies even as world markets for them were spawned. B. Of these, uranium and ____ can be used to generate power in nuclear reactors.",spawn,uracil,*thorium,archaeopteryx
triton,science,"9,10,11,12",10,,MC,5,"A. Astronomers know that Pluto and ____ have nearly the same size, mass, and density. B. ____ roamed the shores raping anyone who took his fancy and earned himself the title Sea Satyr.",stabilize,myosin,*triton,lattice
unpolarized,science,"9,10,11,12",10,,MC,5,"A. We bought adapters to use our three-prong plugs in the two-prong, ____ outlets of the old house. B. The first part of this statement also applies to ____ light, as this can always be dissolved into polarized components.",ecologically,*unpolarized,fetal,superconductor
uphill,science,"9,10,11,12",10,,MC,5,A. He had been running ____ a long way. B. He has an ____ battle against rheumatics.,dissect,*uphill,diesel,protozoa
wavelet,science,"9,10,11,12",10,,MC,5,"A. The phase information of ____ transform used in the algorithm is invariant with respect to flat fading, and can resist multipath fading of frequency-selecting channel in quite a few degree. B. On the basis of integrating the ____ de-noising, the theory of phase space reconstruction and LSSVM, a modeling and forecasting technique is put forward.",venomous,adenosine,eudicot,*wavelet
abnormally,science,"9,10,11,12",9,,MC,5,A. Their departure was hastened by an ____ cold winter. B. His eyes were ____ large.,*abnormally,actin,abdominal,lubricant
airflow,science,"9,10,11,12",9,,MC,5,"A. There they test the ____ around their latest designs. B. However, turbulent ____ randomly alters the direction of lift on a flying wing.",*airflow,transmutation,shingle,linnaean
antiseptic,science,"9,10,11,12",9,,MC,5,A. Use ____ to clean and dress cuts. B. Cover the burn with an ____ dressing.,*antiseptic,antimony,gamete,glycerol
archaebacteria,science,"9,10,11,12",9,,MC,5,"A. These sequences included proteins from a diverse range of organisms, ranging from eubacteria and ____ to algae, fungi, and plants. B. Many genes that contribute to Galdieria's adaptations were not inherited from its ancestor red algae, but were acquired from bacteria or ____.",*archaebacteria,orangutan,eyespot,artificially
bacillus,science,"9,10,11,12",9,,MC,5,"A. After the tubercle ____ was identified, accurate diagnosis of tuberculosis, of the lungs and of other organs, became possible. B. Koch identified the tubercle ____ only in 1882.",*bacillus,eucalyptus,magnetosphere,spectra
bioremediation,science,"9,10,11,12",9,,MC,5,"A. However, there are some potential disadvantages in using ____: it only applies to biodegradable contaminants. B. ____ is currently attracting a lot of attention as a remedial technique.",prong,nuclide,*bioremediation,histone
borax,science,"9,10,11,12",9,,MC,5,"A. Instead, mix ordinary wallpaper paste with ____ to inhibit mould and fungus. B. It was cured in ____ by wholesalers from Chicago in 1892.",kerosene,fissure,*borax,mutant
convective,science,"9,10,11,12",9,,MC,5,"A. Towering ____ clouds rained down a hailstorm of ash, and firebrands even spanned the Grand Canyon of the Yellowstone. B. Any weakening of the stratospheric inversion would affect ____ processes and atmospheric circulation in general, thereby affecting weather and climate.",*convective,oily,capacitor,ethane
crustal,science,"9,10,11,12",9,,MC,5,"A. Using scissors, they demonstrated how the ____ building blocks moved around. B. They have repeatedly looked for a connection between ____ tides and earthquakes over the past few decades, but to no avail.",*crustal,pacemaker,citric,aerosol
detectable,science,"9,10,11,12",9,,MC,5,A. The noise is barely ____ by the human ear. B. There has been no ____ change in the patient's condition.,*detectable,roentgen,octave,untreated
engulf,science,"9,10,11,12",9,,MC,5,"A. The war is threatening to ____ the entire region. B. Darkness seemed to ____ them as they disappeared, swallowed up in a kind of tunnel way, running deep underground.",foliage,*engulf,silicate,mackerel
eucalyptus,science,"9,10,11,12",9,,MC,5,A. There were birds twittering in the ____ trees. B. Koalas eat very few things besides ____ leaves.,regulator,chromatic,*eucalyptus,guanine
exhalation,science,"9,10,11,12",9,,MC,5,"A. Milton let out his breath in a long ____. B. A pitiful ____, an obscurity, a memory.",gastrula,fluorite,*exhalation,regulatory
eyespot,science,"9,10,11,12",9,,MC,5,"A. There have been great advance in wheat sharp ____ study recently. In this article we talk about the disease's occurrences(Sentencedict.com), biology properties and the integrated disease control. B. When Dakin and Montgomerie pooled their ____ data with other published reports, ____ effects didn't show up among the top 7percent most successful maters of 10peacocks.",plasmodium,*eyespot,alkane,macrophages
farsightedness,science,"9,10,11,12",9,,MC,5,"A. The power of thought increases with education, experience, ____ and wisdom.Dr T.P.Chia B. People with a high degree of ____ along with astigmatism have less predictable results.",*farsightedness,hydrolysis,peptide,thyroxine
flagellate,science,"9,10,11,12",9,,MC,5,"A. But under bad condition, quantity of the ____ increase and water become pollution. B. A single - celled microorganism, especially a ____ protozoan of the genus Monas.",antinode,protostome,chisel,*flagellate
formic,science,"9,10,11,12",9,,MC,5,"A. Some ants eject ____ acid when irritated. B. N-formylmorpholine was synthesized using morpholine and ____ acid as starting materials, phosphorous acid as catalyst and cyclohexane as water carrying agent.",retrogradations,radula,*formic,millipede
gallbladder,science,"9,10,11,12",9,,MC,5,"A. Dissection of the ____ was concluded uneventfully, but during removal through the umbilical incision the specimen ruptured. B. Conclusion The obstructive jaundice, interstitial hepatitis and ____ carcinoma can be caused by clonorchiasis.",ionize,*gallbladder,downwind,mesoderm
hematite,science,"9,10,11,12",9,,MC,5,A. The iron minerals ____ and magnetite have high densities be-cause of the high atomic weight of iron. B. These are sold as a set pressed ____ metal magnets.,farsightedness,nonpoint,*hematite,vesicle
hexane,science,"9,10,11,12",9,,MC,5,"A. Di-isooctyl adipate was synthesized with ____ diacid and 2-ethyl hexanol as raw materials and p-toluene sulphonic acid as the catalyst. B. Enrich trichloroethylene in water with the method of ____ extraction, and determine it by capillary column gas chromatography.",porosity,basaltic,pulsar,*hexane
hookworm,science,"9,10,11,12",9,,MC,5,"A. Results sowed that sera from patients with ____ disease, trichuriasis or toxocariasis reacted strongly with soluble adult worm antigens of A, lumbricoides(ALSA)and that of A. B. Indications: For the treatment of the ____ infection , ascariasis . enterbiasis and strongyloides sterocoralis infection etc.",hydrate,perennial,*hookworm,chlorate
hydroelectricity,science,"9,10,11,12",9,,MC,5,A. The potential of ____ of one region varies from that of another. B. It had some effect for ____ taking part in electricity market in foreign countries.,*hydroelectricity,polygenic,diffract,polonium
inactivity,science,"9,10,11,12",9,,MC,5,"A. The ____ of the government was deplorable. B. For polio patients, however, something more than ____ was involved in the loss of calcium.",*inactivity,mirage,bluish,autosomal
inbreed,science,"9,10,11,12",9,,MC,5,"A. Honeybee breeders often ____ their bees in order to ensure desired traits. B. The morphology of anatomy and histology of vertebra and rib, and vertical compression on lumbar vertebrae in ____ line Banna mining were studied.",amniote,disulfide,puberty,*inbreed
incisor,science,"9,10,11,12",9,,MC,5,"A. The five categories of ____ and molar digestion are summarized for the avian predators in Table 3.14. B. As for the upper jaws, percentage ____ loss appears to be a more sensitive indicator of breakage than molar loss.",dung,rubidium,adenine,*incisor
lubricant,science,"9,10,11,12",9,,MC,5,A. Sweat is the ____ of success. B. I think humor is a great ____ for life.,*lubricant,cambium,hound,radioisotope
lymphocytes,science,"9,10,11,12",9,,MC,5,A. The present study suggested that blastogenic responses of T ____ were inhibited in acute T. gondii infection. B. White blood cells called granulocytes and ____ travel along the walls of blood vessels.,silkworm,*lymphocytes,ecologically,formic
meltdown,science,"9,10,11,12",9,,MC,5,A. Emergency cooling systems could fail and a reactor ____ could occur. B. A ____ at the reactor had only just been avoided.,biochemical,*meltdown,migratory,fluoride
mesh,science,"9,10,11,12",9,,MC,5,A. The windows were covered in wire ____ to keep out flies. B. We put some / a fine wire ____ over the chimney so that the birds wouldn't fall in.,*mesh,interestingly,constructively,extracellular
millipede,science,"9,10,11,12",9,,MC,5,"A. It is unique in the ____ world for its ability to roll up into a sphere as a means of protection. B. When I find a ____ insect, I rub it over my body.",*millipede,polyethylene,metamorphose,cyclical
muskrat,science,"9,10,11,12",9,,MC,5,"A. Minks also eat ____ carrion, and abandoned lodges provide valuable denning sites. B. The ____ is a swamp-dwelling rodent something like a large water vole.",osmotic,epidermal,ethane,*muskrat
mutant,science,"9,10,11,12",9,,MC,5,A. This ____ gene is thought to cause cancer. B. It was inevitable that his Ninja ____ turtle followed!,ammeter,magnetite,thylakoid,*mutant
nitrite,science,"9,10,11,12",9,,MC,5,A. Sodium ____ is dissolved in distilled water and diluted to volume. B. The safety of ____ used in the curing mixture has been under question.,peptide,collagen,*nitrite,refrigeration
olfactory,science,"9,10,11,12",9,,MC,5,"A. This ____ sense develops in the womb. B. Similarly, the plasma membrane of ____ cells seems to have an InsP -sensitive calcium channel.",siphon,*olfactory,testis,lubricate
parathyroid,science,"9,10,11,12",9,,MC,5,"A. Because ____ and renal function are normal, therapy with vitamin D is indicated. B. In this instance, with intact ____ and renal function, replacement therapy with vitamin Dis the therapy of choice.",phenotypic,*parathyroid,octave,carcinogen
pelvis,science,"9,10,11,12",9,,MC,5,A. Tilt the ____ to keep your tummy and bottom tucked in. B. I felt my ____ lifting off the ground.,detritivore,xenon,shingle,*pelvis
pepsin,science,"9,10,11,12",9,,MC,5,A. In our studies ____ output correlated closely with acid output. B. Acid - soluble and ____ - soluble collagens( ASC and PSC) were extracted from the skin of Channel catfish and partially characterized.,magenta,*pepsin,measles,supercluster
permanganate,science,"9,10,11,12",9,,MC,5,A. Potassium ____ and sodium hypochlorite being added to anaerobic waste to speed the digestion process. B. Inflammation gynaecology can use potassium ____ Mo?,recombinant,germanium,*permanganate,herbicide
photoperiodism,science,"9,10,11,12",9,,MC,5,"A. But there were obvious spring and strong ____ tendencies among present big spike cultivars. These need to improvement. B. For experimental purposes , scientists originally assumed that ____ worked through photosynthesis.",cattail,interferon,calorimeter,*photoperiodism
phototropism,science,"9,10,11,12",9,,MC,5,"A. The negative ____ module mainly contains lamp-house module equipped with light source and pervasion plate structure located on the upper of the lamp-house module. B. Nowadays, studies on gravitropism and ____ are active aspects in the field of plant physiology, many details of which have been studied.",*phototropism,metamorphism,beryllium,pharyngeal
polystyrene,science,"9,10,11,12",9,,MC,5,A. The ceiling was covered with ____ insulation tiles. B. Remove the distance piece - the softer ____ block is easier to remove without damaging the stem than a harder wooden block.,proliferation,luminol,anole,*polystyrene
prong,science,"9,10,11,12",9,,MC,5,A. The second ____ of the strategy is the provision of basic social services for the poor. B. This one had a ____ like a dagger in its head.,*prong,effusion,interstellar,operon
radiative,science,"9,10,11,12",9,,MC,5,"A. Numerical approach to vector ____ transfer equation for a layer of densely random, spherical scatterers is discussed. B. To accurately describe the fuel combustion and ____ heat transfer processes in furnaces is very crucial in comprehensive numerical simulation of ethylene pyrolyzer.",perigee,copepod,glycol,*radiative
reabsorb,science,"9,10,11,12",9,,MC,5,"A. Government expenditures can ____ these resources in the production of guided missiles, military aircraft, and new schools and highways. B. The use of a Poultice Powder will help ____ stains out of stone, concrete and grout surfaces.",*reabsorb,gasohol,pulsar,abdominal
rearrangement,science,"9,10,11,12",9,,MC,5,"A. The ____ of school classes may cause timetabling difficulties . B. Furthermore, a ____ of the IRF-gene was identified in one additional patient with acute lymphoblastic leukaemia.",biochemical,biota,*rearrangement,enthalpy
recyclable,science,"9,10,11,12",9,,MC,5,A. Many towns allow ____ items to be commingled for collection in a single container. B. We package our products in ____ materials.,triglyceride,brownian,*recyclable,posterior
regeneration,science,"9,10,11,12",9,,MC,5,A. The ____ of the city's downtown dock front will put it on a par with Nice or Cannes. B. The true ____ of devastated Docklands seemed like pie in the sky.,*regeneration,odorless,ecologically,parsec
resin,science,"9,10,11,12",9,,MC,5,"A. The ____ from which the oil is extracted comes from a small, tough tree. B. At this stage a ____ is used with a high level of adhesion.",*resin,aquaculture,krypton,forceps
riverbed,science,"9,10,11,12",9,,MC,5,A. The dry ____ finds no thanks for its past. B. The ____ was strewn with big boulders.,selenium,meristem,*riverbed,ionization
roentgen,science,"9,10,11,12",9,,MC,5,A. American free port - Mike the ink ____ cuproauride company stock price largely falls 1%. B. William ____ discovered X - rays.,dehydration,autosomal,intermolecular,*roentgen
saline,science,"9,10,11,12",9,,MC,5,A. We try to revegetate the ____ or alkaline lands near the seashore. B. The drug is suspended in a ____ solution.,unpolarized,inert,naphthalene,*saline
semipermeable,science,"9,10,11,12",9,,MC,5,"A. The coating film contained a biocompatible ____ material, cellulose acetate, and a water soluble pore-forming agent, poly(ethylene glycol). B. Reverse Osmosis (RO) system. A ____ membrane filter technology, can remove the dissolved salt and the organic matter efficiently.",adhesion,grate,*semipermeable,endosperm
simultaneous,science,"9,10,11,12",9,,MC,5,A. The explosion was almost ____ with the announcement. B. They grabbed each other's hands in ____ panic.,allergen,manure,*simultaneous,dehydration
stalactite,science,"9,10,11,12",9,,MC,5,"A. Jewel-tipped ____s hung from the cavern roof, aglow like many little lamps. B. I wanted to sculpt the ____s but we could not find the sculptors.",shingle,artificially,spawn,*stalactite
stoma,science,"9,10,11,12",9,,MC,5,A. Formation of a ____ requires the patient to change his usual bowel habit. B. He bathed again and the ____ care nurse then marked the proposed site for the ____ on his skin.,sickle,stabilize,legume,*stoma
supercool,science,"9,10,11,12",9,,MC,5,A. The effects of supersaturation and ____ on ice conversion to natural gas hydrate was studied. B. You know your laptop that was ____ years ago now gets 1minutes of battery life.,submicroscopic,*supercool,dormancy,unpolarized
supersonic,science,"9,10,11,12",9,,MC,5,A. In 196the first ____ airliner took flight . B. These planes travel at ____ speeds.,jawless,polarity,*supersonic,catalytic
tellurium,science,"9,10,11,12",9,,MC,5,A. The Al-si Alloy modified by ____ is an ideal material for making high gastight castings. B. The determination process of Si in the ____ dioxide by Silicon Molybdenum Blue Spectrophotometry is investigated.,*tellurium,diversification,synthase,pyruvic
tuatara,science,"9,10,11,12",9,,MC,5,"A. The ____ rate is significantly faster than for animals including the cave bear, lion, ox and horse. B. They found that, although ____ have remained largely physically unchanged over very long periods of evolution, they are evolving - at a DNA level - faster than any other animal yet examined.",kilowatt,varnish,environmentally,*tuatara
tubular,science,"9,10,11,12",9,,MC,5,A. The whole thing fits into a ____ box. B. The workmen rigged up some ____ scaffolding at once.,*tubular,septum,unequally,greenish
ultrasonic,science,"9,10,11,12",9,,MC,5,A. A handset would contain an ____ transmitter and the television fitted with a matching receiver. B. Three days after admission ____ appearances in the abdomen were normal.,fissure,proliferation,*ultrasonic,cotyledon
undigested,science,"9,10,11,12",9,,MC,5,"A. More ____ food molecules pass through the gut wall than in healthy individuals, making food intolerance much more likely. B. There are yellow or yellowy green, slimy and ____ stools.",*undigested,bauxite,leach,phospholipid
uniformitarianism,science,"9,10,11,12",9,,MC,5,"A. However, in recent decades geologists have been saying that the gradualistic ____ of Charles Lyell does not match the evidence. B. With this concept, he suggests, those great protagonists of ____, Hutton and Lyell, would have agreed.",superconduct,*uniformitarianism,supercool,photoperiodism
visibility,science,"9,10,11,12",9,,MC,5,A. The sand in the air reduced ____ to a hundred yards. B. The car has excellent all-round ____ .,lubricant,solubilities,*visibility,metamorphose
yellowish,science,"9,10,11,12",9,,MC,5,A. A gas lamp gave out a pale ____ light. B. The paper had a ____ tinge because it was so old.,municipality,*yellowish,phospholipid,reversible
abrasive,science,"9,10,11,12",8,,MC,5,A. She was a tough girl with rather an ____ manner. B. You'll need a strong ____ for cleaning this sink.,krypton,stalagmite,*abrasive,pharmaceutical
aftershock,science,"9,10,11,12",8,,MC,5,"A. They were already under stress, thanks to the ____ of last year's drought. B. A third ____ of the Six-Day War took place half a world away, in the Soviet Union.",fluke,collagen,tempest,*aftershock
anemia,science,"9,10,11,12",8,,MC,5,A. Patients who have severe ____ may experience fainting spells. B. In iron deficiency ____ complicated by other disorders which either increase serum iron or decrease the.,protista,centrifugal,*anemia,retrogradations
aneroid,science,"9,10,11,12",8,,MC,5,"A. An instrument for determining elevation, especially an ____ barometer used in aircraft that senses pressure changes accompanying changes in altitude. B. Any ____ gauge must be calibrated frequently.",electrolysis,unavailable,supercluster,*aneroid
anteater,science,"9,10,11,12",8,,MC,5,"A. The spiny ____ is a mammal, although a very primitive one. B. And yet, such sensitive elongations the ____ had, too, uncomplicated by assertions of power, even over ants.",fluoride,lactose,*anteater,hematite
bask,science,"9,10,11,12",8,,MC,5,A. I certainly don't want to ____ in any reflected glory . B. Crocodiles ____ on the small sandy beaches.,relativity,*bask,macroscopic,taxonomy
biogeography,science,"9,10,11,12",8,,MC,5,A. The muscid ____ of Qinghai - Xizang Plateau is studied. B. This peper expounds the dynamic problem of ____ in remote sensing of oceanic primary productivity based on the analysis of submarine light spectral response of algae photosynthesis.,measles,*biogeography,mycorrhizae,uphill
epidermal,science,"9,10,11,12",8,,MC,5,"A. Within the ____ cells microtubules connect the desmosomes of the interdigitating regions with cone-like depressions of the outer ____ plasma membrane. B. In this paper, ____ characters of leaves in the Thermopsis lupinoides complex, the T. alpina complex and other species of Thermopsis were observed under light microscope.",disperse,*epidermal,template,superconduct
farsighted,science,"9,10,11,12",8,,MC,5,"A. Buying those shares was a very ____ move - they must be worth ten times their original value now. B. I'm so ____, I can't read the newspaper without my glasses.",overproduction,*farsighted,contractile,terrarium
feathery,science,"9,10,11,12",8,,MC,5,A. Dark eyes under ____ black brows. B. The soles of her feet were ____ soft.,*feathery,vanadium,interstellar,humpback
francium,science,"9,10,11,12",8,,MC,5,"A. The half - life of ____ is 2minutes. B. Gallium is solid at room temperature but will melt if held in your hand, caesium (Cs), and ____ (Fr) ?the second rarest naturally occurring element, can also be liquid at or near room temperature.",molar,trioxide,herbaceous,*francium
gibbous,science,"9,10,11,12",8,,MC,5,"A. The planet Jupiter blazes near the ____ moon tonight. B. Tonight, the waxing ____ moon shines in front of the constellation Taurus the Bull.",*gibbous,abrasive,refrigeration,overproduction
greenish,science,"9,10,11,12",8,,MC,5,A. This glass has a ____ tinge. B. She orders a cloudy ____ drink with ice cubes.,uniformly,*greenish,reusable,entropy
horsepower,science,"9,10,11,12",8,,MC,5,"A. I'll need a bit more ____ to get up this hill! B. Rather, automatic ____ was, itself, the first phase of the knowledge revolution.",*horsepower,groin,flagellate,arachnid
hydrostatic,science,"9,10,11,12",8,,MC,5,A. To attain ____ equilibrium the position of the lithosphere adjusts vertically in accordance with its density and thickness. B. The term is sometimes used synonymously with ____ head.,ventral,stratospheric,*hydrostatic,titanium
insertion,science,"9,10,11,12",8,,MC,5,A. Acupuncture involves the ____ of needles into specific points of the body. B. An examination is carried out before the ____ of the tube.,*insertion,egret,sporangium,cortex
latex,science,"9,10,11,12",8,,MC,5,"A. Many hospital workers have become sensitized to the ____ in gloves. B. Although guayule ____ contains fewer proteins than hevea, manufacturers should still wash it well, Cornish said.",aldehyde,embryonic,*latex,covalently
lynx,science,"9,10,11,12",8,,MC,5,A. The ____ pay the price and many die of starvation. B. Research suggests there are fewer than 65Iberian ____ left in the wild.,photosystem,acetate,occupant,*lynx
magnetosphere,science,"9,10,11,12",8,,MC,5,"A. In order for a planet to possess a ____ it need not have an internal magnetic dipole moment. B. However, the net energy transfer between the ____ and the upper atmosphere is downwards.",*magnetosphere,millipede,abrasive,measles
meniscus,science,"9,10,11,12",8,,MC,5,"A. Also there are different ways to keep the ____ steady, such as adjusting stopper rod or slide gate, adjusting cast speed, etc. B. Methods 5cases of discoid ____ proved by arthroscopy and operation were analyzed retrospectively.",carboxylic,frictionless,*meniscus,methyl
microprocessor,science,"9,10,11,12",8,,MC,5,"A. The first ____ as such was produced commercially by Intel in the United States in 1971. B. Originally, the AViiON was built exclusively around a ____ from Motorola.",repulsion,operon,splice,*microprocessor
milankovitch,science,"9,10,11,12",8,,MC,5,"A. These dates change over time due to precession and other orbital factors, which follow cyclical patterns known as ____ cycles. B. ____ pacing seems to best explain glaciation events with periodicity of 100,000, 40,000, and 20,000 years.",beech,cyanide,*milankovitch,nondisjunction
mnemonic,science,"9,10,11,12",8,,MC,5,"A. 'MACRO' is a ____ for the five main techniques:Memory, Aims, Concentration, Review and Organization. B. A COBOL ____ name associated with the console typewriter.",coordination,gazelle,*mnemonic,quantum
mollusk,science,"9,10,11,12",8,,MC,5,"A. There are two types of ____ that are actively venomous. B. Currently accessible for searching are the recent ____ files, the invertebrate paleontology files, the rotifer collection and Gary Rosenbergs molluscan species database etc.",*mollusk,nematode,monochromatic,clone
occluded,science,"9,10,11,12",8,,MC,5,"A. Late opening of an ____ coronary artery may also have some beneficial effect. B. During both periods, ____ accesses were directed to surgical thrombectomy.",*occluded,topaz,unpolarized,submicroscopic
odorless,science,"9,10,11,12",8,,MC,5,"A. Hydrogen is a corlorless, ____ gas. B. Water is not only colorless, but ____ as well.",*odorless,thermodynamic,analogous,impurity
ornamental,science,"9,10,11,12",8,,MC,5,A. The stream was dammed up to form ____ lakes. B. The ____ ironwork lends a touch of elegance to the house.,lamprey,specialization,*ornamental,cycad
overpopulation,science,"9,10,11,12",8,,MC,5,"A. From an ecological point of view, ____ is a disaster no matter where it occurs or spills over. B. At the same time ____ kept agricultural wages at pitiful rates.",hydrate,interbreed,reabsorb,*overpopulation
physiology,science,"9,10,11,12",8,,MC,5,A. She knows ____ from beginning to end. B. His new contribution to the advancement of ____ was well appreciated.,anole,*physiology,gneiss,eudicot
preservative,science,"9,10,11,12",8,,MC,5,A. The wood is treated with ____ to prevent decay. B. He painted the posts with a ____ liquid.,*preservative,polyethylene,triad,triassic
radiocarbon,science,"9,10,11,12",8,,MC,5,A. The most frequently used method is ____ dating. B. To correct this error ____ dates are calibrated by studying the difference between ____ dates and tree-ring dates.,halocarbon,anatomical,stiffness,*radiocarbon
rechargeable,science,"9,10,11,12",8,,MC,5,"A. I have the impression a digicam without ____ batteries might be an incredible pain. B. A built-in, ____ lithium-polymer battery provides up to 16 hours of continuous high-fidelity music playback.",*rechargeable,aneroid,phenolphthalein,feathery
refrigeration,science,"9,10,11,12",8,,MC,5,"A. Lack of ____ turned the milk. B. Expensive energy makes the production, transportation, and ____ of food more expensive.",halocarbon,*refrigeration,inbreed,dynamics
saclike,science,"9,10,11,12",8,,MC,5,A. One of the ____ vesicles that comprise the reticulum. B. The ____ cavity within the body of a coelenterate.,tetrapod,*saclike,stoichiometric,soot
scaly,science,"9,10,11,12",8,,MC,5,"A. I get ____ patches on my scalp. B. Symptoms are ____ skin, itching, inflammation and blisters.",archaebacteria,*scaly,leech,antiseptic
seam,science,"9,10,11,12",8,,MC,5,A. They struck a rich ____ of iron ore. B. The book is a rich ____ of information.,butane,*seam,operon,somatic
semicircular,science,"9,10,11,12",8,,MC,5,"A. The chairs were placed in a ____ arrangement. B. The building was sideways on to me, the light coming from a small ____ window near the top of the wall.",*semicircular,fluke,ethyl,deoxyribose
streetlight,science,"9,10,11,12",8,,MC,5,A. I clashed against the ____ and hurt my head. B. He clashed against the ____ and hurt his head.,*streetlight,feathery,forceps,transcribe
stromatolite,science,"9,10,11,12",8,,MC,5,"A. Some ____ fossils found in the Pilbarra region of northwestern Australia have been carbon-dated at around 3.5 billion years old! B. The exhibit also features ____ rocks, formed by blue-green algae, and a banded ironstone formation.",osmotic,refrigerant,celt,*stromatolite
tweezer,science,"9,10,11,12",8,,MC,5,A. Bee stings should be removed with ____s. B. Remove the bee sting with ____s.,*tweezer,bioremediation,mutualistic,karst
varnish,science,"9,10,11,12",8,,MC,5,A. The ____ takes a few hours to harden. B. She covers her selfishness with a ____ of good manners.,leathery,*varnish,spontaneity,mutualistic
alchemist,science,"9,10,11,12",7,,MC,5,"A. The ____ would burn incense and douse himself in specially prepared perfumes before carrying out his experiments. B. As ____ and visionary, Willner is unique among those who raid the past.",aroma,entropy,*alchemist,aftershock
amethyst,science,"9,10,11,12",7,,MC,5,A. She pinned a large ____ brooch to her lapel. B. The Romans believed the ____ prevented drunkenness and used to drink out of goblets studded with these purple gems.,chromium,interferometry,epidermal,*amethyst
aorta,science,"9,10,11,12",7,,MC,5,"A. The abdominal ____ is normally smaller than the thoracic ____. B. The blood flows in the ascending ____ and the aortic arch are studied. The theoretical models, boundary conditions and calculation conditions are proposed.",neutralize,*aorta,bullfrog,coinage
aphid,science,"9,10,11,12",7,,MC,5,"A. In addition, resistance management for the green apple ____ was suggested. B. The pesticidal effect on ____ of the anaerobic fermentation liquid is studied by field experiment.",millibar,sporophyte,inactivity,*aphid
arn,science,"9,10,11,12",7,,MC,5,ERROR: no sentences found at arn,*arn,hydrolysis,nomenclature,carboniferous
autotrophic,science,"9,10,11,12",7,,MC,5,"A. Besides the well known ____ nitrifiers belonging to the Nitrosomonas and Nitrobacter groups, there are some heterotrophic microorganisms and methanotrophic bacteria that are able to do the job. B. It is characterized of ____ ANAMMOX bacteria transferring NH + - N to N in anaerobic condition.",disinfectant,certification,*autotrophic,ribosomal
biennial,science,"9,10,11,12",7,,MC,5,"A. The workers were strongly against the ____ election. B. The ____ exercise involves more than 100Marines, sailors and airmen, 2ships and dozens of aircraft.",*biennial,gallbladder,substrate,coexist
biodiesel,science,"9,10,11,12",7,,MC,5,"A. More research is needed, but ____ produced with the help of black soldier flies could provide a cheaper alternative fuel. B. Oil-importing countries are considering the production of ____ from physic nut or jatropha grown on degraded land.",mutualistic,positron,fiberglass,*biodiesel
bullfrog,science,"9,10,11,12",7,,MC,5,A. Here the larger male ____ can take his pick from four females. B. African ____ bathes where a sandy expanse lay just weeks before.,*bullfrog,bask,fissionable,resin
certification,science,"9,10,11,12",7,,MC,5,A. He received his ____ as a high school English teacher. B. An employer can demand written ____ that the relative is really ill.,tubular,veterinary,*certification,drainage
colorblind,science,"9,10,11,12",7,,MC,5,"A. Meanwhile, more serious mainstream criticism sees the ____ vision of the republic at stake. B. But despite the well-meaning ring of ____ ideals, you can not demand sameness of language while perpetuating segregated education.",*colorblind,ionize,botanist,refrigerant
compaction,science,"9,10,11,12",7,,MC,5,"A. Considerable solution ____ between grains indicates that cementation did not take place until relatively late in the diagenetic history of the sediment. B. Because of ____ and cementation by carbonate, silicon and argilla , the pore loss of lower cretaceous reservoir bed of southern part of Shiwu depression is 25%?",alkane,paramecia,knead,*compaction
cytochrome,science,"9,10,11,12",7,,MC,5,A. When applied to the newly discovered ____ oxidase blobs in the visual cortex of primates the correlational approach is quite revealing. B. The patient described by Boustany etal had a ____ c oxidase deficiency and a long illness before she eventually died of peritonitis.,weld,*cytochrome,nanometer,snout
disinfect,science,"9,10,11,12",7,,MC,5,A. First use some iodine to ____ the wound. B. Chlorine is used to ____ water.,neural,*disinfect,biogeography,poultry
dryness,science,"9,10,11,12",7,,MC,5,A. The wine has just enough ____ to balance its fruitiness. B. The ____ in my mouth vanished and I could feel the adrenaline flooding my body.,hydration,*dryness,venomous,albatross
ductility,science,"9,10,11,12",7,,MC,5,"A. Adequate ____ in bending may be assumed if the prestressing tendons satisfy the requirements for bendability of EN ISO 15630. B. A bend test is a simple test fOR ____ that does not require special equipment, OR a specially shaped test-piece.",stromatolite,*ductility,germination,colorblind
emphysema,science,"9,10,11,12",7,,MC,5,A. Heavy cigarette smoking often causes ____. B. The patient with ____ is hacking all day.,blackbody,inbreed,alkyl,*emphysema
entomologist,science,"9,10,11,12",7,,MC,5,"A. Professor Arnold van Huis, an ____ at Wageningen University in Belgium and the author of the UN paper, says eating insects has advantages. B. And while the beetles only attack mature trees, ____ Jesse Logan argues that young trees can't do what the mature trees do.",contractile,*entomologist,ignition,fetal
explosively,science,"9,10,11,12",7,,MC,5,A. The company has grown ____ over the last two years. B. A referendum next year would coincide ____ with the election campaign.,impurity,hygrometer,*explosively,gosling
